Daily Time,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad
39.3,29,72203.96,216.49,Front-line dynamic model,Johnstad,1,Burundi,16-01-2016 16:40,0
43.49,37,58235.21,120.49,Organized global flexibility,New Brandy,1,Liechtenstein,21-07-2016 10:01,0
61.22,31,56180.93,129.01,Realigned tangible collaboration,Lake Jonathanview,0,Senegal,20-03-2016 07:12,0
60.23,50,43974.49,123.13,Integrated coherent pricing structure,Burgessside,0,Seychelles,09-01-2016 04:53,1
54.47,35,50723.67,219.94,Profound zero administration instruction set,Wrightburgh,0,Montenegro,18-07-2016 01:36,0
83.4,19,34191.23,173.49,Cloned explicit middleware,Jamesville,0,Brunei Darussalam,11-03-2016 00:05,0
46.61,40,73910.9,122.59,Sharable reciprocal project,Ryanhaven,1,French Guiana,17-01-2016 18:45,0
55.6,32,55424.24,178.92,Business-focused transitional solution,Lisafort,1,Ghana,31-03-2016 20:55,0
71.33,35,49995.63,236.87,Adaptive 24hour Graphic Interface,Karenmouth,0,Myanmar,10-02-2016 13:46,1
80.3,49,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,05-02-2016 16:50,1
41.73,28,67301.39,221.94,Organized global flexibility,Kennedyfurt,1,Czech Republic,23-01-2016 17:39,1
60.23,26,74903.41,131.68,Stand-alone eco-centric system engine,Shelbyport,1,Turkey,09-04-2016 16:31,1
60.23,44,73538.09,187.76,Focused coherent success,Christinetown,1,Turkey,04-03-2016 14:33,1
37,30,57877.15,244.91,Managed 6thgeneration hierarchy,South Adamhaven,1,Guernsey,08-05-2016 10:25,0
41.73,28,71222.4,217.37,Monitored context-sensitive initiative,Reyesfurt,0,Gabon,21-06-2016 14:32,0
66.08,48,62784.85,123.13,Integrated coherent pricing structure,North Samantha,0,Kenya,15-01-2016 22:49,1
80.3,52,49101.67,130.86,Cross-platform regional task-force,Penatown,0,Eritrea,04-04-2016 08:19,1
82.79,40,65953.76,132.63,Business-focused transitional solution,Phelpschester,1,Yemen,17-03-2016 06:25,0
71.84,39,37334.78,258.62,Business-focused background synergy,Youngfort,0,Poland,08-05-2016 22:24,1
89.05,38,57868.44,206.98,Pre-emptive content-based frame,Stewartbury,1,Western Sahara,16-06-2016 03:17,1
62.42,29,69646.35,191.82,Programmable uniform website,South Jaimeview,1,Sweden,17-06-2016 20:18,0
67.56,31,76480.16,174.88,Secured 24hour policy,Lake Brian,0,Rwanda,29-06-2016 13:35,1
66.08,33,53431.35,204.27,Compatible composite project,Silvaton,0,Australia,27-02-2016 20:20,1
73.89,28,71222.4,204.79,Front-line zero-defect array,Port Kathleenfort,0,American Samoa,28-05-2016 12:20,0
60.23,33,55642.32,191.82,Persevering eco-centric flexibility,South George,1,Sri Lanka,09-02-2016 05:28,0
71.33,39,38067.08,124.44,Intuitive exuding service-desk,Garciatown,0,Chad,10-06-2016 00:35,0
65.65,30,33293.78,219.94,Total 5thgeneration standardization,Kristinfurt,0,Qatar,29-06-2016 10:50,0
79.91,36,32549.95,109.07,Team-oriented zero-defect initiative,South Lisa,1,Guinea,27-04-2016 04:28,1
79.52,41,50628.31,126.39,Realigned next generation projection,East Maureen,1,Turkey,31-05-2016 23:42,0
83.4,34,34191.23,227.53,Cloned explicit middleware,Jamesville,0,Turkmenistan,11-03-2016 00:05,0
81.59,25,50506.44,241.03,Automated mobile model,West Aprilport,0,Lao People's Democratic Republic,03-01-2016 07:13,0
79.52,49,57868.44,227.63,Future-proofed fresh-thinking conglomeration,West Lisa,0,Micronesia,17-07-2016 14:26,1
42.04,49,39031.89,195.69,Organic logistical adapter,West Brandonton,1,Australia,04-04-2016 20:01,1
66.12,39,38067.08,217.37,Intuitive exuding service-desk,Port Kathleenfort,0,Liberia,29-02-2016 19:26,0
71.74,27,36884.23,131.29,Monitored object-oriented Graphic Interface,South Cynthiashire,1,Dominican Republic,23-03-2016 21:06,0
55.6,39,65953.76,109.29,Phased content-based middleware,Jacquelineshire,1,Senegal,18-03-2016 13:22,0
44.46,33,43974.49,196.77,Expanded modular application,Silvaton,0,Senegal,16-06-2016 03:17,1
80.3,49,45632.51,168.34,Streamlined homogeneous analyzer,West Brandonton,0,Eritrea,26-06-2016 04:22,0
54.88,43,52563.22,121.28,Reverse-engineered maximized focus group,Port Katelynview,0,Bangladesh,17-04-2016 21:39,1
78.84,29,69646.35,208.05,Mandatory coherent groupware,East Carlos,0,Burundi,19-06-2016 22:08,0
80.3,52,33951.63,186.37,Synchronized multi-tasking ability,Penatown,0,Australia,05-01-2016 16:26,1
64.38,42,57868.44,120.75,Innovative interactive portal,Stewartbury,1,Czech Republic,06-04-2016 11:24,1
76.27,38,70582.55,130.83,Monitored executive architecture,Stewartbury,1,Greenland,08-07-2016 03:47,1
84.98,27,39193.45,171.07,Function-based optimizing extranet,South Jeanneport,1,Estonia,17-06-2016 20:18,0
49.21,29,53431.35,196.61,Mandatory coherent groupware,Christinetown,0,Spain,17-04-2016 21:39,0
37,30,50671.6,140.15,Synergistic value-added extranet,Lake Jessicaville,1,Palestinian Territory,14-07-2016 22:43,1
40.67,25,50671.6,241.03,Up-sized maximized model,New Tina,1,Georgia,28-04-2016 02:55,0
37.45,27,74903.41,131.29,Monitored object-oriented Graphic Interface,East Samanthashire,1,Dominican Republic,12-01-2016 10:07,1
82.79,35,51119.93,226.54,Optional multi-state hardware,Williamsport,1,Uganda,18-03-2016 13:22,1
47.48,27,66815.54,193.29,Configurable tertiary capability,Lake Jose,0,United Arab Emirates,23-03-2016 21:06,0
60.23,50,27241.11,163.48,Focused coherent success,Yangside,1,Turkey,03-04-2016 21:13,1
40.47,35,25603.93,236.87,Optional multi-state hardware,Wrightburgh,0,Cameroon,12-01-2016 03:28,0
45.01,45,59610.81,212.67,De-engineered actuating hierarchy,South Daniel,0,Guinea,08-07-2016 03:47,0
56.39,29,69646.35,200.71,Digitized zero-defect implementation,Wilsonburgh,0,Burundi,19-06-2016 22:08,0
81.58,26,63430.33,154.74,Business-focused transitional solution,Nelsonfurt,1,Puerto Rico,18-03-2016 13:00,0
42.04,28,37334.78,109.29,Seamless cohesive conglomeration,New Brandy,1,Moldova,31-05-2016 09:06,1
71.33,37,52416.18,124.44,Intuitive exuding service-desk,East Carlos,0,Burundi,06-07-2016 05:34,0
65.77,23,46422.76,216.01,Team-oriented executive core,Hubbardmouth,1,Chad,19-05-2016 14:30,1
78.7,33,43974.49,196.77,Synchronized multi-tasking ability,Johnsontown,0,Cote d'Ivoire,25-02-2016 16:33,1
89.05,51,39616,120.75,Visionary multi-tasking alliance,Destinyfurt,1,Indonesia,31-01-2016 05:12,0
55.6,35,73889.99,225.58,Optional multi-state hardware,Wrightburgh,1,Niger,02-07-2016 20:23,0
71.84,37,68448.94,109.29,Multi-channeled scalable moratorium,New Brandy,0,Liechtenstein,08-01-2016 09:32,0
37.45,28,72948.76,158.56,Cloned object-oriented benchmark,Westshire,0,Australia,08-05-2016 22:24,1
70.2,30,54324.73,140.15,Total 5thgeneration standardization,New Travistown,0,Cameroon,21-07-2016 10:54,1
56.3,30,58677.69,228.81,Cross-group regional website,Bradleyside,0,Qatar,05-01-2016 20:58,0
80.99,26,56694.12,228.81,Polarized analyzing concept,West Roytown,0,United Arab Emirates,05-01-2016 20:58,0
40.47,27,58966.22,158.81,Configurable tertiary capability,East Jessefort,0,Fiji,23-03-2016 05:27,0
82.07,48,65956.71,212.38,Progressive non-volatile neural-net,Burgessside,0,Papua New Guinea,17-07-2016 01:13,1
55.6,35,53898.89,143.79,Optional multi-state hardware,West Angelabury,1,French Southern Territories,14-01-2016 16:30,1
35.33,29,53431.35,217.1,Programmable uniform website,East Anthony,1,Uganda,14-01-2016 00:23,0
40.01,38,57868.44,170.13,Pre-emptive content-based frame,Stewartbury,1,Western Sahara,13-02-2016 07:53,1
66.08,33,41547.62,206.79,Customizable tangible hierarchy,New Taylorburgh,1,Niger,28-02-2016 18:52,0
65.77,42,60514.05,129.8,Right-sized mobile initiative,West Amanda,0,Czech Republic,19-07-2016 12:05,1
88.04,50,43974.49,123.13,Function-based context-sensitive secured line,Gilbertville,0,Tonga,19-05-2016 14:30,1
68.01,40,65882.81,162.03,Multi-channeled mission-critical success,East Carlos,0,Niger,17-01-2016 05:07,0
51.87,54,51067.54,218.61,Automated stable help-desk,Port Sarahshire,1,Moldova,08-01-2016 09:32,1
60.23,43,60575.99,198.45,Optimized upward-trending productivity,Port Jeffrey,1,Northern Mariana Islands,03-04-2016 21:13,1
70.61,31,56180.93,204.79,Inverse local hub,Dustinchester,0,Croatia,26-02-2016 22:46,0
37.87,41,57846.68,126.39,Robust uniform framework,New Tina,1,Honduras,13-05-2016 11:57,1
51.87,35,73889.99,202.61,Secured secondary superstructure,Wrightburgh,1,Niger,26-01-2016 02:47,0
83.71,26,53336.76,228.78,Business-focused real-time toolset,East Kevinbury,1,Singapore,01-03-2016 22:06,0
46.61,43,73538.09,167.86,Optimized upward-trending productivity,Port Jeffrey,0,Bangladesh,17-04-2016 21:39,1
82.07,45,63580.22,174.88,Secured 24hour policy,Wintersfort,0,Taiwan,05-03-2016 12:03,1
63.24,36,51119.93,220.48,Optional multi-state hardware,Hansenmouth,1,Hong Kong,18-03-2016 13:22,1
57.24,33,39616,227.37,Front-line heuristic data-warehouse,West Shannon,1,Vanuatu,18-04-2016 15:54,0
76.06,31,56180.93,207.17,Multi-channeled asymmetric installation,Laurieside,0,Senegal,26-02-2016 22:46,0
51.24,54,31523.09,240.63,Virtual executive implementation,Roberttown,0,Czech Republic,28-03-2016 08:46,1
42.04,52,39031.89,113.8,Streamlined homogeneous analyzer,West Brandonton,1,Australia,04-04-2016 20:01,1
66.12,28,74623.27,217.37,Realigned global initiative,South Patrickfort,0,Croatia,20-03-2016 07:12,0
46.61,45,27241.11,184.23,Polarized tangible collaboration,Port Katelynview,0,Bangladesh,04-04-2016 20:01,1
65.59,54,65953.76,161.16,Integrated client-server definition,Vanessaview,1,Australia,21-06-2016 14:32,0
75.8,33,59785.94,235.94,Streamlined homogeneous analyzer,West Brandonton,0,Saudi Arabia,16-01-2016 23:37,1
65.77,34,40183.75,204.22,Cloned explicit middleware,New Tinamouth,0,Turkmenistan,27-04-2016 04:28,1
89.05,43,53922.43,122.31,Reactive needs-based instruction set,Port Katelynview,0,Bangladesh,17-04-2016 21:39,1
69.86,52,58966.22,194.23,Devolved regional moderator,Klineside,1,French Guiana,19-07-2016 08:32,1
55.6,37,74623.27,178.51,Optimized systemic capability,East Breannafurt,0,Gibraltar,05-01-2016 16:26,0
39.96,45,59886.58,234.26,Enhanced homogeneous moderator,Bruceburgh,1,Bosnia and Herzegovina,05-03-2016 12:03,1
55.6,35,65953.76,202.61,Realigned content-based leverage,Whiteport,1,Niger,17-01-2016 18:45,0
65.77,42,57868.44,120.75,Innovative interactive portal,Stewartbury,1,Zimbabwe,06-04-2016 11:24,1
69.62,34,34191.23,160.03,Cloned explicit middleware,Kingshire,1,Namibia,11-03-2016 00:05,0
53.68,29,72203.96,216.49,Front-line dynamic model,Wilsonburgh,1,Senegal,26-01-2016 02:47,0
89.34,32,55424.24,172.83,Focused upward-trending core,Kristinfurt,0,Cuba,28-04-2016 22:54,0
83.4,34,59785.94,160.03,Cloned explicit middleware,Hawkinsbury,0,Turkmenistan,11-03-2016 00:05,0
43.49,49,39031.89,195.69,Managed client-server access,West Brandonton,1,Australia,04-04-2016 20:01,1
74.65,31,56180.93,204.79,Sharable secondary Graphical User Interface,Port Melissaberg,0,Croatia,12-05-2016 04:35,0
80.3,49,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,04-04-2016 20:01,1
56.39,29,69646.35,167.22,Programmable uniform website,Mullenside,0,Saint Helena,03-05-2016 16:02,0
55.6,24,52252.91,182.2,Profound optimizing utilization,West James,0,Algeria,31-01-2016 05:12,0
89.71,26,56694.12,131.68,Optional secondary access,Shelbyport,0,Austria,05-07-2016 18:59,0
75.42,29,69718.19,181.02,Monitored 24/7 moratorium,Johnstad,0,Cameroon,09-03-2016 06:22,0
62.26,32,55424.24,172.83,Focused upward-trending core,Lisafort,1,Guadeloupe,08-05-2016 10:25,0
46.14,21,61009.1,139.34,Function-based context-sensitive secured line,Combsstad,1,Cyprus,03-02-2016 23:47,0
59.59,22,63363.04,121.07,Customizable modular Internet solution,Combsstad,1,Eritrea,03-07-2016 04:11,0
41.73,31,58235.21,207.17,Total bi-directional success,North Daniel,1,Bosnia and Herzegovina,16-01-2016 17:56,1
80.15,25,35521.88,241.03,Synergized intangible open system,Lake David,1,Hong Kong,11-03-2016 06:49,0
70.58,26,39840.55,194.62,Synchronized leadingedge help-desk,East Kevinbury,0,Albania,08-07-2016 17:14,1
56.39,52,73049.3,229.22,Horizontal client-server database,West Katiefurt,1,Cuba,19-07-2016 08:32,1
66.08,52,43974.49,183.48,Multi-tiered foreground Graphic Interface,Silvaton,0,Madagascar,12-05-2016 21:32,1
56.39,40,44248.52,140.46,Synergized coherent interface,North Brittanyburgh,1,French Guiana,30-05-2016 20:08,1
40.04,28,71222.4,217.37,Inverse local hub,Jamiefort,0,Gabon,26-02-2016 22:46,0
70.09,45,69784.85,229.12,Reactive upward-trending migration,Burgessside,0,Eritrea,16-01-2016 23:37,1
35.61,37,48335.2,214.42,Vision-oriented attitude-oriented Internet solution,New Lucasburgh,0,Tokelau,10-02-2016 19:20,1
69.62,34,40183.75,160.03,Function-based incremental standardization,New Tinamouth,0,Brunei Darussalam,27-02-2016 08:52,0
56.39,29,53431.35,129.33,Profit-focused attitude-oriented task-force,East Tiffanyport,0,Australia,03-02-2016 19:12,1
78.79,36,32549.95,167.42,Extended systemic policy,Lake Patrick,1,Hong Kong,11-03-2016 06:49,0
66.08,46,58966.22,253.48,Automated multi-state toolset,South Jaimeview,0,Brazil,28-02-2016 23:10,0
51.87,60,66504.16,218.61,Automated stable help-desk,Williamsside,0,Moldova,09-03-2016 00:41,1
81.67,31,59886.58,174.88,Implemented uniform synergy,Lake Brian,1,Bosnia and Herzegovina,05-04-2016 05:54,0
49.21,27,58966.22,193.29,Configurable tertiary capability,Olsonside,0,Austria,03-07-2016 04:11,0
87.35,25,25686.34,141.89,Team-oriented zero-defect initiative,East Maureen,1,Hong Kong,07-04-2016 15:18,0
55.6,31,56180.93,207.17,Balanced empowering success,Dustinchester,0,Madagascar,26-05-2016 13:18,0
65.77,34,20592.99,160.03,Cloned explicit middleware,Kingshire,1,Namibia,27-02-2016 08:52,0
43.49,37,67132.46,139.32,Synchronized leadingedge help-desk,Lake James,0,Burundi,31-03-2016 08:53,0
38.37,54,53188.69,190.05,Up-sized 6thgeneration moratorium,West Richard,0,Palestinian Territory,25-05-2016 20:10,1
40.04,43,52563.22,157.04,Optimized upward-trending productivity,Michelleside,0,Bangladesh,17-04-2016 21:39,1
46.61,43,56770.79,122.31,Reverse-engineered maximized focus group,Port Katelynview,0,Bangladesh,17-04-2016 21:39,1
66.08,29,69718.19,120.06,Synchronized multi-tasking ability,Williamsport,0,Burundi,18-06-2016 17:56,1
41.73,31,56180.93,207.17,Realigned tangible collaboration,New Michael,0,Gabon,21-06-2016 14:32,0
45.99,26,53336.76,230.91,Managed 5thgeneration time-frame,Lake Jose,1,Turkey,28-02-2016 23:54,0
78.7,40,61610.05,117.3,Front-line zero-defect array,West Joseph,1,Liechtenstein,04-03-2016 08:48,1
57.24,44,57846.68,187.76,Ergonomic neutral portal,Port Jodi,0,Hungary,14-03-2016 14:13,1
52.68,32,70505.06,182.2,Profound maximized workforce,Lake Matthewland,0,Serbia,12-02-2016 22:51,1
59.51,29,64267.88,191.82,Digitized content-based circuit,West Shannon,0,United States of America,18-04-2016 15:54,0
82.07,38,51920.49,154.75,Virtual bandwidth-monitored initiative,New Travistown,0,Western Sahara,22-04-2016 02:07,1
69.15,46,33951.63,229.12,Automated multi-state toolset,Richardsonshire,0,Belgium,04-04-2016 08:19,1
55.6,35,73884.48,236.87,Horizontal national architecture,Hannaport,0,Saint Vincent and the Grenadines,14-01-2016 14:00,1
89.05,48,53922.43,123.13,Integrated coherent pricing structure,Burgessside,0,Hungary,17-07-2016 01:13,1
36.87,31,56180.93,124.44,Exclusive disintermediate task-force,New Michael,0,Grenada,03-01-2016 07:13,0
47.64,29,69646.35,171.07,Managed client-server access,West Shannon,1,Cuba,08-07-2016 03:47,0
66.08,29,69646.35,200.71,Digitized zero-defect implementation,East Carlos,0,Burundi,03-05-2016 16:02,0
54.88,33,60953.93,120.75,Synchronized multi-tasking ability,New Taylorburgh,0,Myanmar,17-06-2016 20:18,0
68.25,29,53431.35,217.1,Managed client-server access,East Anthony,1,Gambia,08-07-2016 03:47,1
65.56,52,61628.72,209.93,Self-enabling local strategy,South Lisa,0,Australia,27-01-2016 18:25,1
69.88,34,20592.99,168.34,Cloned explicit middleware,New Thomas,1,Namibia,11-03-2016 00:05,0
72.8,33,60953.93,215.18,Front-line heuristic data-warehouse,Wrightburgh,1,Niger,18-01-2016 02:51,0
76.58,33,55642.32,120.75,Diverse modular interface,South George,1,Vanuatu,02-03-2016 04:02,0
43.49,39,74623.27,129.23,Multi-channeled scalable moratorium,Jacquelineshire,1,Bahrain,08-07-2016 03:47,0
50.18,26,53336.76,131.68,Configurable dynamic secured line,Shelbyport,0,Albania,05-07-2016 18:59,1
59.51,40,42838.29,136.18,Fully-configurable foreground solution,North Jessicaville,0,Vanuatu,17-01-2016 18:45,1
73.72,35,54875.95,173.05,Robust uniform framework,Williamsport,1,Moldova,26-01-2016 02:47,1
71.14,31,56180.93,194.95,Multi-layered fresh-thinking neural-net,Laurieside,0,Qatar,03-01-2016 07:13,0
60.23,43,73538.09,167.86,Optimized upward-trending productivity,Port Jeffrey,1,Northern Mariana Islands,03-04-2016 21:13,1
67.8,45,66574,138.71,Polarized clear-thinking budgetary management,Wintersfort,1,Bosnia and Herzegovina,23-01-2016 18:59,1
41.73,28,53058.91,180.88,Intuitive exuding service-desk,Westshire,0,Ghana,23-01-2016 17:39,1
65.77,41,57846.68,137.24,Synergistic reciprocal attitude,Michaelmouth,1,Micronesia,13-05-2016 11:57,1
65.59,39,37334.78,108.03,Cloned object-oriented benchmark,Westshire,1,Mayotte,20-06-2016 14:20,1
40.04,23,56180.93,217.37,Centralized logistical secured line,Hubbardmouth,0,Gabon,20-03-2016 07:12,0
55.6,24,52252.91,182.2,Virtual scalable secured line,West James,0,French Guiana,31-03-2016 20:55,1
56.39,46,58966.22,194.23,Virtual impactful algorithm,Shelbyport,1,New Zealand,07-01-2016 23:02,1
51.38,28,61840.26,217.37,Synchronized user-facing core,West Joseph,1,Luxembourg,03-07-2016 12:57,0
80.3,52,33951.63,218.61,Profit-focused attitude-oriented task-force,Shawnside,1,Portugal,19-07-2016 08:32,1
59.05,48,52736.33,212.38,Cross-platform 4thgeneration focus group,Port Michaelmouth,1,Saint Vincent and the Grenadines,17-07-2016 01:13,1
47.74,32,67033.34,178.92,Business-focused transitional solution,Lisafort,1,Ghana,08-05-2016 10:25,0
60.23,44,51119.93,139.34,Focused coherent success,South George,1,Sri Lanka,03-04-2016 21:13,0
47.74,51,74535.94,120.37,Extended context-sensitive monitoring,South Walter,1,Saint Lucia,11-02-2016 16:45,1
68.01,33,39616,204.02,Customizable tangible hierarchy,New Taylorburgh,1,Vanuatu,24-03-2016 06:36,0
75.15,33,60953.93,162.03,Front-line heuristic data-warehouse,East Carlos,0,Indonesia,12-06-2016 21:21,0
55.6,54,53188.69,230.18,Automated stable help-desk,West Melaniefurt,1,Belize,09-02-2016 07:21,1
57.99,28,61840.26,199.39,Sharable reciprocal project,West Joseph,1,Luxembourg,05-01-2016 16:26,0
89.05,50,51119.93,198.45,Focused coherent success,Wilcoxport,1,Northern Mariana Islands,03-04-2016 21:13,1
65.65,30,57877.15,167.22,Universal bi-directional extranet,West Gregburgh,0,Qatar,29-06-2016 10:50,0
57.99,49,39031.89,195.69,Advanced 24/7 productivity,West Brandonton,1,Australia,22-03-2016 06:41,1
66.08,33,39616,120.75,Synchronized multi-tasking ability,Silvaton,0,United States of America,12-05-2016 21:32,0
50.87,42,57868.44,238.58,Innovative interactive portal,Lake Jennifer,0,Costa Rica,06-04-2016 11:24,1
42.04,37,75180.2,173.43,Devolved human-resource circuit,Lake Danielle,0,Australia,05-02-2016 16:50,1
47.74,33,39616,191.82,Managed client-server access,West Shannon,1,Iran,09-07-2016 11:04,1
82.07,48,52736.33,201.15,Function-based context-sensitive secured line,Burgessside,1,Turkey,17-07-2016 01:13,1
60.7,27,55901.12,234.75,Realigned next generation projection,Johnstad,1,Ukraine,03-07-2016 04:11,0
75.55,27,36884.23,131.29,Upgradable asymmetric emulation,Jordantown,1,Estonia,23-03-2016 21:06,0
40.04,34,20592.99,160.03,Cloned explicit middleware,Kingshire,0,Turkmenistan,11-03-2016 00:05,0
86.06,32,55424.24,178.92,Business-focused transitional solution,Lisafort,1,Bolivia,09-01-2016 03:45,0
56.16,29,53431.35,136.21,Inverse discrete extranet,Christinetown,0,Hungary,27-01-2016 18:25,1
88.04,38,50723.67,206.98,Profit-focused dedicated utilization,East Michele,0,Lao People's Democratic Republic,06-04-2016 11:24,1
70.39,36,59240.24,204.56,Operative stable moderator,Destinyfurt,1,Senegal,08-07-2016 03:47,0
65.59,39,32549.95,212.87,Customer-focused incremental system engine,Westshire,0,Liberia,23-01-2016 17:39,1
75.55,36,76003.47,115.26,Upgradable asymmetric emulation,Lake Jillville,1,Belize,20-07-2016 01:56,1
73.89,28,55121.65,217.37,Inverse local hub,Jamiefort,0,Gabon,26-02-2016 01:18,0
40.04,34,40183.75,160.03,Function-based incremental standardization,New Tinamouth,0,Brunei Darussalam,27-02-2016 08:52,0
77.14,33,39616,204.02,Customizable tangible hierarchy,Novaktown,1,Vanuatu,24-03-2016 06:36,0
74.54,41,57846.68,126.39,Synergistic reciprocal attitude,Michaelmouth,0,Honduras,31-05-2016 23:42,1
79.97,26,66187.58,131.68,Face-to-face even-keeled website,East Kevinbury,0,El Salvador,17-07-2016 14:26,1
42.6,31,28271.84,207.17,Sharable secondary Graphical User Interface,Robertbury,0,French Polynesia,15-07-2016 05:05,0
42.04,37,67132.46,158.56,Front-line bandwidth-monitored capacity,Christinetown,0,Burundi,16-01-2016 16:40,0
80.47,22,14775.5,184.94,Customizable modular Internet solution,Combsstad,0,Austria,03-07-2016 04:11,0
79.52,41,64564.07,163.48,Reverse-engineered maximized focus group,East Graceland,1,Bulgaria,27-02-2016 15:04,1
50.08,30,57877.15,244.91,Realigned content-based leverage,South Adamhaven,1,Bolivia,18-03-2016 13:00,0
82.79,39,65953.76,143.79,Managed zero tolerance concept,West Angelabury,1,Ethiopia,05-01-2016 00:02,1
80.3,29,56782.18,230.52,Configurable mission-critical algorithm,Westshire,0,Estonia,20-01-2016 00:26,1
81.58,25,50671.6,241.03,Pre-emptive next generation Internet solution,Lake Rhondaburgh,1,Georgia,28-04-2016 02:55,0
55.6,32,55424.24,172.83,Profound maximized workforce,Jacksonmouth,0,Fiji,30-03-2016 16:15,1
80.47,48,70053.27,148.61,Function-based context-sensitive secured line,Burgessside,1,Turkey,17-07-2016 01:13,1
42.04,29,53431.35,208.05,Re-engineered optimal policy,East Johnport,0,Qatar,14-01-2016 00:23,1
56.39,46,54286.1,130.86,Configurable tertiary capability,Richardsonshire,0,Belgium,16-01-2016 23:37,1
81.75,19,73941.91,200.71,Expanded radical software,East Carlos,0,Greece,10-06-2016 11:31,0
82.07,22,48335.2,120.06,Profound explicit hardware,East Graceland,0,Austria,29-01-2016 07:14,0
89.05,44,48335.2,137.24,Distributed maximized ability,Stewartbury,0,Tonga,14-03-2016 14:13,1
79.54,41,50628.31,126.39,Synergistic reciprocal attitude,Michaelmouth,1,Turkey,31-05-2016 23:42,1
59.59,34,59785.94,183.82,Expanded modular application,West Barbara,0,Saudi Arabia,27-04-2016 04:28,1
44.78,38,57868.44,230.93,Profit-focused dedicated utilization,Michelleside,0,Japan,15-01-2016 19:40,1
40.04,48,43974.49,157.04,Polarized tangible collaboration,Burgessside,0,Brazil,08-04-2016 14:35,1
83.71,26,35521.88,131.68,Customer-focused multi-tasking Internet solution,East Kevinbury,0,Albania,01-02-2016 14:37,1
82.07,43,73538.09,157.04,Polarized tangible collaboration,Port Jeffrey,0,Bangladesh,17-04-2016 21:39,1
68.01,33,56782.18,123.13,Expanded modular application,Silvaton,0,Bahamas,12-05-2016 21:32,1
42.04,49,45632.51,217.37,Streamlined homogeneous analyzer,Reyesfurt,0,Netherlands,05-02-2016 16:50,1
62.26,32,69481.85,178.92,Business-focused transitional solution,Lisafort,1,Chile,31-03-2016 20:55,0
75.84,45,74903.41,119.03,Enhanced homogeneous moderator,Wintersfort,1,Bosnia and Herzegovina,05-03-2016 12:03,1
41.73,31,61840.26,207.17,Optional full-range projection,Lake Brian,1,Switzerland,05-04-2016 05:54,1
40.04,22,50216.01,231.49,Ameliorated exuding encryption,Meyerchester,0,Turkmenistan,29-01-2016 07:14,1
59.05,48,70053.27,212.38,Function-based context-sensitive secured line,Burgessside,1,Turkey,17-07-2016 01:13,1
41.73,28,61840.26,120.49,Managed zero tolerance concept,West Joseph,1,Luxembourg,28-05-2016 12:20,0
39.36,42,57868.44,243.61,Innovative interactive portal,Stewartbury,1,Hong Kong,19-05-2016 14:30,1
37.45,37,23936.86,253.17,Realigned global initiative,Lake James,0,Croatia,30-05-2016 18:08,0
54.88,45,31092.93,174.88,Secured 24hour policy,Wintersfort,0,Taiwan,08-02-2016 07:33,0
84.98,24,70505.06,202.61,Front-line bandwidth-monitored capacity,Destinyfurt,1,Algeria,18-03-2016 13:22,0
67.56,31,56180.93,207.17,Realigned tangible collaboration,Lake Jonathanview,0,Zambia,26-02-2016 22:46,0
88.04,41,57846.68,236.87,Robust uniform framework,Lake Courtney,0,El Salvador,22-02-2016 07:04,0
55.6,35,54875.95,221.18,Robust uniform framework,Williamsport,1,Niger,26-01-2016 02:47,1
56.39,19,66815.54,200.71,Automated multi-state toolset,Mosleyburgh,0,Brazil,12-06-2016 21:21,0
70.29,32,69481.85,178.92,Versatile solution-oriented secured line,Mauriceshire,1,Saudi Arabia,09-01-2016 03:45,1
71.28,32,53188.69,254.65,Synergistic value-added extranet,Lake Jessicaville,0,Palestinian Territory,07-05-2016 17:11,1
79.6,28,71222.4,217.37,Inverse local hub,Reyesfurt,0,Czech Republic,15-02-2016 16:52,0
76.58,51,74535.94,188.56,Distributed leadingedge orchestration,West Gregburgh,0,Greece,13-07-2016 01:48,1
56.16,53,57877.15,172.83,Total 5thgeneration standardization,Kristinfurt,0,Taiwan,21-07-2016 10:54,1
82.41,40,73882.91,140.46,Extended systemic policy,Cannonbury,0,Spain,03-07-2016 04:11,0
55.6,39,65953.76,111.59,Cloned object-oriented benchmark,New Brandy,1,Micronesia,09-02-2016 07:21,1
51.56,52,59886.58,119.03,Front-line actuating functionalities,South Adam,1,Afghanistan,16-04-2016 14:15,0
59.51,40,73910.9,218.61,Programmable uniform website,Williamsport,1,Moldova,01-01-2016 15:14,1
60.53,33,43974.49,123.13,Quality-focused zero tolerance matrices,Port Aprilville,0,Hungary,04-04-2016 07:07,1
41.73,38,66291.67,187.76,Synergistic reciprocal attitude,Stewartbury,1,Western Sahara,13-05-2016 11:57,1
59.22,37,51067.54,217.37,Devolved human-resource circuit,Browntown,1,Australia,04-04-2016 20:01,0
59.51,29,69646.35,105.22,Programmable uniform website,Browntown,1,Sri Lanka,09-02-2016 05:28,0
55.6,39,53058.91,124.44,Intuitive exuding service-desk,Westshire,0,Peru,14-01-2016 14:00,1
41.73,28,61840.26,149.79,Universal global intranet,Pottermouth,1,Luxembourg,21-06-2016 14:32,1
